rgb,provid,red,green,blue,total_sum,name,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
56^87^25,2135,56,87,25,0,Madeira,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;MAD;funchal_district_notgeld,POR;ACC;EUR,POR;ACC;EUR,POR;ACC;EUR,POR;ACC;EUR,POR;ACC;EUR,POR;ACC;EUR,POR;ACC;EUR,POR;ACC;EUR,POR;ACC;EUR,POR;ACC;EUR,POR;ACC;EUR,POR;ACC;EUR,POR;ACC;EUR,POR;ACC;EUR,POR;ACC;EUR,POR;ACC;EUR,POR;ACC;EUR,POR;ACC;EUR,POR;ACC;EUR,POR;ACC;EUR,POR;ACC;EUR,POR;ACC;EUR,POR;ACC;EUR,POR;ACC;EUR,POR;ACC;EUR,POR;ACC;EUR,POR;ACC;EUR,POR;ACC;EUR,POR;ACC;EUR,POR;ACC;EUR,POR;ACC;EUR
32^239^1,2136,32,239,1,0,Canary Islands,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA;EUR,SPA;EUR,SPA;EUR,SPA;EUR,SPA;EUR,SPA;EUR,SPA;EUR,SPA;EUR,SPA;EUR,SPA;EUR,SPA;EUR,SPA;EUR,SPA;EUR,SPA;EUR,SPA;EUR,SPA;EUR,SPA;EUR,SPA;EUR,SPA;EUR,SPA;EUR,SPA;EUR,SPA;EUR,SPA;EUR,SPA;EUR,SPA;EUR,SPA;EUR,SPA;EUR,SPA;EUR,SPA;EUR,SPA;EUR,SPA;EUR,SPA;EUR
223^80^192,2137,223,80,192,0,Hermosillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32^80^64,2138,32,80,64,0,Loreto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33^170^157,2139,33,170,157,0,Rosarito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96^208^192,2140,96,208,192,0,Nogales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223^208^192,2141,223,208,192,0,Guaymas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0^48^128,2142,0,48,128,0,Chihuahua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128^48^128,2143,128,48,128,0,Paso del Norte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128^176^1,2144,128,176,1,0,Delicias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96^80^192,2145,96,80,192,0,Parral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169^134^32,2146,169,134,32,0,Monterrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0^176^1,2147,0,176,1,0,Morelos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76^155^77,2148,76,155,77,0,Reynosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128^48^192,2149,128,48,192,0,Matamoros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80^239^128,2150,80,239,128,0,Ciudad Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192^48^1,2151,192,48,1,0,Saltillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128^176^128,2152,128,176,128,0,Monclova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64^48^128,2153,64,48,128,0,Durango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0^176^128,2154,0,176,128,0,Santa Maria del Oro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192^176^1,2155,192,176,1,0,Torreon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192^176^128,2156,192,176,128,0,Mazatlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0^112^1,2157,0,112,1,0,Culiacan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155^137^35,2158,155,137,35,0,Zacatecas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80^48^128,2159,80,48,128,0,San Luis Potosi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80^176^128,2160,80,176,128,0,Aguascalientes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80^176^0,2161,80,176,0,0,Tepic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68^119^144,2162,68,119,144,0,Veracruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208^239^128,2163,208,239,128,0,Tampico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144^48^192,2164,144,48,192,0,Mintatitlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16^176^192,2165,16,176,192,0,Villahermosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16^112^1,2166,16,112,1,0,Guadalajara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208^176^128,2167,208,176,128,0,Guanajuato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144^176^128,2168,144,176,128,0,Puerto Vallarta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144^112^1,2169,144,112,1,0,Colima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16^239^1,2170,16,239,1,0,Morelia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1^239^180,2171,1,239,180,0,Los Alaniles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90^76^91,2172,90,76,91,0,Mexico City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208^48^128,2173,208,48,128,0,Queretaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144^48^64,2174,144,48,64,0,Toluca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16^176^128,2175,16,176,128,0,Tulacingo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16^176^64,2176,16,176,64,0,Puebla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
