code_1,code_2,code_3,code_4,code_5,name_1,name_2,name_3,name_4,name_5,Short
marktredwitz_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Marktredwitz, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
marktschorgast_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Marktschorgast, Market Town of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
mellrichstadt_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Mellrichstadt, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
memmingen_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Memmingen (notgeld), City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
miesbach_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Miesbach, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
mindelheim_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Mindelheim, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
moosburg-an-der-isar_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Moosburg an der Isar, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
munich_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Munich, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
noerdlingen_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Nördlingen (notgeld), City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
naila_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Naila, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
nesselwang_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Nesselwang, Market Town of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
neuoetting_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Neuötting, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
neuburg-an-der-donau_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Neuburg an der Donau, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
neukirchen-bei-heiligen-blut_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Neukirchen beim Heiligen Blut, Market Town of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
neumarkt_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Neumarkt in der Oberpfalz, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
neustadt_am_kulm_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Neustadt am Kulm, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
neustadt-an-der-aisch_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Neustadt an der Aisch, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
neustadt-an-der-donau_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Neustadt an der Donau, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
neustadt-an-der-haardt-_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Neustadt an der Haardt, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
neustadt-an-der-saale_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Neustadt an der Saale, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
neustadt-bei-coburg_bavaria_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Neustadt bei Coburg (Bavaria), City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
neu-ulm_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Neu-Ulm, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
nittenau_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Nittenau, Market Town of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
nordhalben_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Nordhalben, Municipality of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
nuremberg-and-fuerth_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Nuremberg and Fürth, Cities of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
nuremberg_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Nuremberg, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
oberammergau_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Oberammergau, Municipality of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
ober-und-untergrainau_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Obergrainau and Untergrainau, Municipalities of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
obernzell-an-der-donau_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Obernzell, Market Town of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
oberzwieselau_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Oberzwieselau, Municipality of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
ochsenfurt_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Ochsenfurt, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
oettingen_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Oettingen, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
osterhofen_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Osterhofen, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
poettmes_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Pöttmes, Market Town of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
palatinate_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Palatinate, District of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
pappenheim_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Pappenheim, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
partenkirchen_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Partenkirchen, Market Town of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
pasing_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Pasing, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
passau_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Passau, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
pegnitz_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Pegnitz, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
penzberg_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Penzberg, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
pfoerring_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Pförring, Market Town of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
pfaffenhofen-an-der-ilm_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Pfaffenhofen an der Ilm, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
pfarrkirchen-an-der-rott_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Pfarrkirchen an der Rott, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
pirmasens_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Pirmasens, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
plattling_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Plattling, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
pressath_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Pressath, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
presseck_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Presseck, Market town of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
prien_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Prien, Market Town of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
puchheim_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Puchheim, Municipality of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
roethenbach-an-der-pegnitz_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Röthenbach an der Pegnitz, Municipality of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
regen_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Regen, Market town of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
regensburg_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Regensburg, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
rehau_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Rehau, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
reichenbach_bei_cham_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Reichenbach bei Cham, Municipality of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
reichenbach-in-der-oberpfalz_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Reichenbach in der Oberpfalz, Municipality of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
rodach_bavaria_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Rodach (Bavaria), City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
rosenberg-in-der-oberpfalz_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Rosenberg in der Oberpfalz, Municipality of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
rosenheim_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Rosenheim, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
roth-bei-nuernberg_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Roth bei Nürnberg, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
rothenburg-ob-der-tauber_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Rothenburg ob der Tauber, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
rottenburg-an-der-laaber_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Rottenburg an der Laaber, Market Town of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
ruhpolding_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Ruhpolding, Municipality of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
salzburghofen_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Salzburghofen, Municipality of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
schonberg_in_niederbayern_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Schönberg in Niederbayern, Market Town of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
schoenberg-vorm-wald_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Schönberg vorm Wald, Market Town of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
schoenwald_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Schönwald, Municipality of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
schauenstein_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Schauenstein, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
scheinfeld_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Scheinfeld, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
schliersee_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Schliersee, Market town of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
schmoelz_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Schmölz, Municipality of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
schnufenhofen_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Schnufenhofen, Municipality of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
schrobenhausen_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Schrobenhausen, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
schwabach_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Schwabach, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
schwandorf_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Schwandorf, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
schwarzenbach-an-der-saale_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Schwarzenbach an der Saale, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
schweinfurt_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Schweinfurt (notgeld), City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
selb_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Selb, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
senden_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Senden (Bavaria), Municipality of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
simbach-am-inn_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Simbach am Inn, Municipality of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
solnhofen_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Solnhofen, Municipality of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
sommerhausen_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Sommerhausen, Municipality of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
sonthofen_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Sonthofen, Market Town of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
speyer_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Speyer (notgeld), City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
spiegelau_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Spiegelau, Municipality of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
stadtamhof_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Stadtamhof, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
stammbach_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Stammbach, Market Town of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
stein-bei-nurnberg_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Stein bei Nürnberg, Municipality of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
steinwiesen_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Steinwiesen, Municipality of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
stockheim_in_oberfranken_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Stockheim in Oberfranken, Municipality of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
straubing_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Straubing, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
sulzbach_in_der_oberpfalz_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Sulzbach in der Oberpfalz, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
tegernsee_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Tegernsee, Municipality of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
tegernsee-rottach_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Tegernsee-Rottach, Municipality of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
teisnach_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Teisnach, Market town of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
thannhausen-in-schwaben_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Thannhausen in Schwaben, Market town of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
trappstadt_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Trappstadt, Market Town of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
traunstein_stadt_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Traunstein, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
traunstein_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Traunstein, District of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
treuchtlingen_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Treuchtlingen, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
triftern_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Triftern, Market Town of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
trostberg_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Trostberg, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
uffenheim_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Uffenheim, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
unter-peissenberg_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Unter-Peissenberg, Municipality of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
viechtach_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Viechtach, Market Town of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
vilsbiburg_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Vilsbiburg, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
vilsbiburg_bezirk_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Vilsbiburg, District of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
vilshofen_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Vilshofen, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
volkach_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Volkach, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
woerth-an-der-donau_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Wörth an der Donau, Market town of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
wuerzburg_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Würzburg, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
waldkirchen-in-niederbayern_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Waldkirchen in Niederbayern, Market town of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
wasserburg-am-inn_stadt_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Wasserburg am Inn, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
wasserburg-am-inn_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Wasserburg am Inn, District of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
wassermungenau_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Wassermungenau, Municipality of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
weissenburg_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Weißenburg in Bayern, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
weissenstadt_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Weißenstadt, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
weiden-in-der-oberpfalz_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Weiden in der Oberpfalz, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
weidenbach_in_mittelfranken_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Weidenbach in Mittelfranken, Market Town of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
weiler_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Weiler, Market Town of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
weilheim_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Weilheim in Oberbayern, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
wemding_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Wemding, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
windsheim_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Windsheim, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
wissing_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Wissing, Municipality of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
wolnzach_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Wolnzach, Market Town of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
wunsiedel_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Wunsiedel, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
zirndorf_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Zirndorf, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
zweibruecken_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Zweibrücken, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
zwiesel_notgeld,bavaria_section_notgeld,german-notgeld,germany,germany,"Zwiesel, City of","Bavaria, Federal state of",German notgeld,Germany,Germany,bavaria_section_notgeld
charlottenburg_notgeld,berlin_section_notgeld,german-notgeld,germany,germany,"Charlottenburg, City of","Berlin, Prussian province of",German notgeld,Germany,Germany,berlin_section_notgeld
angermuende_notgeld,brandenburg_section_notgeld,german-notgeld,germany,germany,"Angermünde, City of","Brandenburg, Prussian province of",German notgeld,Germany,Germany,brandenburg_section_notgeld
arnswalde_notgeld,brandenburg_section_notgeld,german-notgeld,germany,germany,"Arnswalde, City of","Brandenburg, Prussian province of",German notgeld,Germany,Germany,brandenburg_section_notgeld
bueckgen_notgeld,brandenburg_section_notgeld,german-notgeld,germany,germany,"Bückgen, Municipality of","Brandenburg, Prussian province of",German notgeld,Germany,Germany,brandenburg_section_notgeld
baruth-in-der-mark_notgeld,brandenburg_section_notgeld,german-notgeld,germany,germany,"Baruth in der Mark, City of","Brandenburg, Prussian province of",German notgeld,Germany,Germany,brandenburg_section_notgeld
brandenburg-an-der-havel_notgeld,brandenburg_section_notgeld,german-notgeld,germany,germany,"Brandenburg an der Havel, City of","Brandenburg, Prussian province of",German notgeld,Germany,Germany,brandenburg_section_notgeld
calau_notgeld,brandenburg_section_notgeld,german-notgeld,germany,germany,"Calau, District of","Brandenburg, Prussian province of",German notgeld,Germany,Germany,brandenburg_section_notgeld
cottbus_notgeld,brandenburg_section_notgeld,german-notgeld,germany,germany,"Cottbus (notgeld), City of","Brandenburg, Prussian province of",German notgeld,Germany,Germany,brandenburg_section_notgeld
crossen_notgeld,brandenburg_section_notgeld,german-notgeld,germany,germany,"Crossen, City of","Brandenburg, Prussian province of",German notgeld,Germany,Germany,brandenburg_section_notgeld
doebern_notgeld,brandenburg_section_notgeld,german-notgeld,germany,germany,"Döbern, Municipality of","Brandenburg, Prussian province of",German notgeld,Germany,Germany,brandenburg_section_notgeld
dahme-in-der-mark_notgeld,brandenburg_section_notgeld,german-notgeld,germany,germany,"Dahme in der Mark, City of","Brandenburg, Prussian province of",German notgeld,Germany,Germany,brandenburg_section_notgeld
dyrotz_notgeld,brandenburg_section_notgeld,german-notgeld,germany,germany,"Dyrotz, Municipality of","Brandenburg, Prussian province of",German notgeld,Germany,Germany,brandenburg_section_notgeld
eberswalde_notgeld,brandenburg_section_notgeld,german-notgeld,germany,germany,"Eberswalde, City of","Brandenburg, Prussian province of",German notgeld,Germany,Germany,brandenburg_section_notgeld
fuerstenfelde_notgeld,brandenburg_section_notgeld,german-notgeld,germany,germany,"Fürstenfelde, City of","Brandenburg, Prussian province of",German notgeld,Germany,Germany,brandenburg_section_notgeld
fuerstenwalde_notgeld,brandenburg_section_notgeld,german-notgeld,germany,germany,"Fürstenwalde, City of","Brandenburg, Prussian province of",German notgeld,Germany,Germany,brandenburg_section_notgeld
finsterwalde_notgeld,brandenburg_section_notgeld,german-notgeld,germany,germany,"Finsterwalde, City of","Brandenburg, Prussian province of",German notgeld,Germany,Germany,brandenburg_section_notgeld
forst-in-der-lausitz_notgeld,brandenburg_section_notgeld,german-notgeld,germany,germany,"Forst in der Lausitz, City of","Brandenburg, Prussian province of",German notgeld,Germany,Germany,brandenburg_section_notgeld
frankfurt-an-der-oder_notgeld,brandenburg_section_notgeld,german-notgeld,germany,germany,"Frankfurt an der Oder (notgeld), City of","Brandenburg, Prussian province of",German notgeld,Germany,Germany,brandenburg_section_notgeld
freienwalde-an-der-oder_notgeld,brandenburg_section_notgeld,german-notgeld,germany,germany,"Freienwalde an der Oder, City of","Brandenburg, Prussian province of",German notgeld,Germany,Germany,brandenburg_section_notgeld
friedeberg-in-der-neumark_notgeld,brandenburg_section_notgeld,german-notgeld,germany,germany,"Friedeberg in der Neumark, City of","Brandenburg, Prussian province of",German notgeld,Germany,Germany,brandenburg_section_notgeld
friesack_notgeld,brandenburg_section_notgeld,german-notgeld,germany,germany,"Friesack, City of","Brandenburg, Prussian province of",German notgeld,Germany,Germany,brandenburg_section_notgeld
gransee_notgeld,brandenburg_section_notgeld,german-notgeld,germany,germany,"Gransee, City of","Brandenburg, Prussian province of",German notgeld,Germany,Germany,brandenburg_section_notgeld
guben_notgeld,brandenburg_section_notgeld,german-notgeld,germany,germany,"Guben, City of","Brandenburg, Prussian province of",German notgeld,Germany,Germany,brandenburg_section_notgeld
havelberg_notgeld,brandenburg_section_notgeld,german-notgeld,germany,germany,"Havelberg, City of","Brandenburg, Prussian province of",German notgeld,Germany,Germany,brandenburg_section_notgeld
hohen-neuendorf_notgeld,brandenburg_section_notgeld,german-notgeld,germany,germany,"Hohen Neuendorf, Municipality of","Brandenburg, Prussian province of",German notgeld,Germany,Germany,brandenburg_section_notgeld
